Year,Quarter,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018.00,2.00,Strathfield,Non Strata,1258.00,2250.00,3309.00,2499.00,s,0.32,-0.14,-0.49,-0.39
2018.00,2.00,Strathfield,Strata,580.00,633.00,678.00,627.00,52.00,-0.01,0.01,-0.21,-0.50
2018.00,2.00,Willoughby,Total,845.00,1350.00,2024.00,1526.00,148.00,-0.16,-0.27,-0.28,-0.30
2018.00,2.00,Willoughby,Non Strata,1768.00,2105.00,2703.00,2291.00,62.00,-0.07,-0.16,-0.40,-0.43
2018.00,2.00,Willoughby,Strata,743.00,883.00,1169.00,975.00,86.00,-0.11,-0.12,-0.17,-0.17
2018.00,2.00,Total,Total,565.00,700.00,930.00,811.00,5747.00,-0.05,-0.07,-0.17,-0.30
2018.00,2.00,Total,Non Strata,605.00,735.00,1000.00,865.00,4256.00,-0.05,-0.08,-0.18,-0.28
2018.00,2.00,Total,Strata,485.00,600.00,760.00,657.00,1491.00,-0.03,-0.08,-0.13,-0.35
2018.00,2.00,Blacktown,Total,565.00,645.00,765.00,670.00,687.00,-0.05,-0.09,-0.14,-0.29
2018.00,2.00,Blacktown,Non Strata,600.00,684.00,795.00,702.00,564.00,-0.04,-0.09,-0.15,-0.26
2018.00,2.00,Blacktown,Strata,469.00,525.00,588.00,521.00,123.00,-0.03,-0.12,-0.08,-0.41
2018.00,2.00,Blue Mountains,Total,555.00,645.00,751.00,669.00,237.00,0.02,-0.03,-0.06,-0.22
2018.00,2.00,Blue Mountains,Non Strata,565.00,650.00,765.00,679.00,219.00,0.02,-0.04,-0.08,-0.23
2018.00,2.00,Blue Mountains,Strata,469.00,551.00,615.00,542.00,s,0.00,0.06,0.29,-0.05
2018.00,2.00,Camden,Total,615.00,688.00,771.00,708.00,256.00,-0.03,-0.10,-0.16,-0.29
2018.00,2.00,Camden,Non Strata,631.00,700.00,779.00,720.00,242.00,-0.03,-0.09,-0.16,-0.30
2018.00,2.00,Camden,Strata,403.00,489.00,604.00,505.00,s,-0.08,-0.13,-0.22,-0.13
2018.00,2.00,Campbelltown,Total,478.00,545.00,628.00,555.00,347.00,-0.05,-0.11,-0.10,-0.35
2018.00,2.00,Campbelltown,Non Strata,520.00,571.00,643.00,584.00,284.00,-0.05,-0.11,-0.09,-0.33
2018.00,2.00,Campbelltown,Strata,387.00,420.00,467.00,425.00,63.00,0.00,-0.10,-0.14,-0.44
2018.00,2.00,Central Coast,Total,485.00,588.00,740.00,635.00,1075.00,-0.04,-0.09,-0.15,-0.33
2018.00,2.00,Central Coast,Non Strata,510.00,620.00,762.00,665.00,845.00,-0.03,-0.08,-0.15,-0.32
2018.00,2.00,Central Coast,Strata,406.00,490.00,585.00,523.00,230.00,-0.02,-0.04,-0.16,-0.36
2018.00,2.00,Fairfield,Total,542.00,680.00,780.00,661.00,211.00,-0.03,-0.12,-0.24,-0.35
2018.00,2.00,Fairfield,Non Strata,649.00,719.00,806.00,725.00,166.00,-0.02,-0.11,-0.26,-0.37
2018.00,2.00,Fairfield,Strata,375.00,421.00,470.00,424.00,45.00,-0.08,-0.14,-0.17,-0.27
2018.00,2.00,Hawkesbury,Total,550.00,700.00,925.00,762.00,137.00,-0.03,-0.03,-0.13,-0.35
2018.00,2.00,Hawkesbury,Non Strata,622.00,750.00,963.00,834.00,112.00,-0.05,-0.06,-0.18,-0.36
2018.00,2.00,Hawkesbury,Strata,410.00,470.00,500.00,443.00,s,-0.05,-0.09,0.19,-0.26
2018.00,2.00,Hornsby,Total,700.00,1018.00,1250.00,1011.00,284.00,-0.03,-0.07,-0.24,-0.32
2018.00,2.00,Hornsby,Non Strata,1048.00,1175.00,1301.00,1221.00,180.00,0.00,-0.14,-0.33,-0.27
2018.00,2.00,Hornsby,Strata,578.00,646.00,725.00,648.00,104.00,-0.03,-0.06,-0.01,-0.39
2018.00,2.00,Liverpool,Total,585.00,706.00,810.00,724.00,290.00,0.01,-0.02,-0.25,-0.43
2018.00,2.00,Liverpool,Non Strata,660.00,750.00,842.00,780.00,232.00,0.00,-0.06,-0.20,-0.33
2018.00,2.00,Liverpool,Strata,429.00,522.00,564.00,498.00,58.00,0.08,0.03,-0.41,-0.65
2018.00,2.00,Northern Beaches,Total,807.00,1237.00,1655.00,1323.00,731.00,-0.09,-0.13,-0.20,-0.18
2018.00,2.00,Northern Beaches,Non Strata,1315.00,1600.00,2000.00,1722.00,373.00,-0.06,-0.14,-0.25,-0.17
2018.00,2.00,Northern Beaches,Strata,684.00,800.00,1039.00,908.00,358.00,-0.09,-0.11,-0.14,-0.19
2018.00,2.00,Penrith,Total,515.00,610.00,680.00,603.00,478.00,-0.04,-0.07,-0.14,-0.34
2018.00,2.00,Penrith,Non Strata,572.00,643.00,701.00,650.00,364.00,-0.03,-0.08,-0.15,-0.30
2018.00,2.00,Penrith,Strata,399.00,460.00,504.00,451.00,114.00,-0.06,-0.12,-0.12,-0.44
2018.00,2.00,Sutherland Shire,Total,713.00,880.00,1100.00,960.00,573.00,-0.10,-0.16,-0.24,-0.28
2018.00,2.00,Sutherland Shire,Non Strata,900.00,1050.00,1269.00,1159.00,303.00,-0.07,-0.18,-0.30,-0.23
2018.00,2.00,Sutherland Shire,Strata,601.00,700.00,814.00,735.00,270.00,-0.04,-0.11,-0.15,-0.34
2018.00,2.00,The Hills Shire,Total,875.00,1050.00,1266.00,1098.00,317.00,-0.06,-0.13,-0.19,-0.25
2018.00,2.00,The Hills Shire,Non Strata,988.00,1128.00,1334.00,1194.00,251.00,-0.04,-0.12,-0.23,-0.24
2018.00,2.00,The Hills Shire,Strata,661.00,721.00,819.00,733.00,66.00,-0.08,-0.06,0.08,-0.27
2018.00,2.00,Wollondilly,Total,574.00,665.00,943.00,748.00,124.00,-0.02,-0.12,0.09,-0.21
2018.00,2.00,Wollondilly,Non Strata,590.00,670.00,950.00,757.00,121.00,-0.06,-0.14,0.12,-0.17
2018.00,2.00,Wollondilly,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Total,Total,427.00,530.00,663.00,563.00,1824.00,-0.02,-0.01,-0.22,-0.31
2018.00,2.00,Total,Non Strata,444.00,550.00,688.00,581.00,1524.00,-0.02,0.00,-0.22,-0.29
2018.00,2.00,Total,Strata,365.00,440.00,531.00,473.00,300.00,0.00,-0.05,-0.23,-0.43
2018.00,2.00,Cessnock,Total,328.00,393.00,479.00,426.00,181.00,0.03,0.05,-0.27,-0.34
2018.00,2.00,Cessnock,Non Strata,348.00,400.00,495.00,442.00,162.00,-0.02,0.05,-0.25,-0.34
2018.00,2.00,Cessnock,Strata,263.00,278.00,319.00,294.00,s,-0.07,-0.01,-0.37,-0.32
2018.00,2.00,Lake Macquarie,Total,465.00,558.00,686.00,592.00,624.00,-0.04,0.00,-0.14,-0.28
2018.00,2.00,Lake Macquarie,Non Strata,480.00,580.00,715.00,609.00,551.00,-0.02,0.00,-0.14,-0.26
2018.00,2.00,Lake Macquarie,Strata,400.00,447.00,500.00,458.00,73.00,-0.02,0.00,-0.16,-0.42
2018.00,2.00,Maitland,Total,394.00,453.00,565.00,481.00,252.00,-0.02,0.00,-0.29,-0.34
2018.00,2.00,Maitland,Non Strata,395.00,470.00,570.00,492.00,233.00,-0.02,0.01,-0.28,-0.33
2018.00,2.00,Maitland,Strata,290.00,340.00,415.00,350.00,s,-0.01,-0.06,-0.46,-0.42
2018.00,2.00,Newcastle,Total,480.00,580.00,725.00,626.00,503.00,-0.02,-0.05,-0.29,-0.33
2018.00,2.00,Newcastle,Non Strata,499.00,600.00,740.00,650.00,384.00,-0.03,-0.06,-0.27,-0.25
2018.00,2.00,Newcastle,Strata,400.00,510.00,645.00,551.00,119.00,0.05,-0.07,-0.34,-0.52
2018.00,2.00,Port Stephens,Total,400.00,518.00,681.00,547.00,264.00,-0.04,-0.04,-0.16,-0.30
2018.00,2.00,Port Stephens,Non Strata,436.00,583.00,728.00,587.00,194.00,0.04,-0.01,-0.24,-0.33
2018.00,2.00,Port Stephens,Strata,353.00,400.00,510.00,436.00,70.00,-0.01,-0.05,0.21,-0.23
2018.00,2.00,Total,Total,526.00,637.00,770.00,671.00,738.00,-0.07,-0.08,-0.19,-0.27
2018.00,2.00,Total,Non Strata,573.00,671.00,807.00,715.00,522.00,-0.08,-0.12,-0.22,-0.27
2018.00,2.00,Total,Strata,464.00,536.00,645.00,565.00,216.00,-0.06,-0.08,-0.11,-0.26
2018.00,2.00,Kiama,Total,661.00,773.00,1000.00,845.00,70.00,-0.07,-0.09,-0.23,-0.23
2018.00,2.00,Kiama,Non Strata,729.00,833.00,1043.00,918.00,54.00,-0.02,-0.12,-0.26,-0.26
2018.00,2.00,Kiama,Strata,515.00,610.00,683.00,598.00,s,-0.16,-0.01,-0.11,-0.11
2018.00,2.00,Shellharbour,Total,520.00,600.00,698.00,617.00,175.00,-0.02,-0.03,-0.24,-0.24
2018.00,2.00,Shellharbour,Non Strata,554.00,630.00,716.00,646.00,144.00,-0.01,-0.03,-0.20,-0.18
2018.00,2.00,Shellharbour,Strata,425.00,490.00,533.00,483.00,31.00,-0.05,-0.05,-0.38,-0.43
2018.00,2.00,Wollongong,Total,520.00,635.00,775.00,666.00,493.00,-0.08,-0.11,-0.16,-0.28
2018.00,2.00,Wollongong,Non Strata,560.00,678.00,823.00,712.00,324.00,-0.08,-0.14,-0.22,-0.30
2018.00,2.00,Wollongong,Strata,465.00,543.00,659.00,577.00,169.00,-0.06,-0.07,-0.03,-0.23
2018.00,2.00,Total,Total,290.00,400.00,555.00,445.00,6005.00,-0.01,-0.02,-0.25,-0.30
2018.00,2.00,Total,Non Strata,294.00,413.00,573.00,453.00,5213.00,0.00,-0.03,-0.24,-0.29
2018.00,2.00,Total,Strata,285.00,355.00,467.00,387.00,792.00,-0.01,0.01,-0.30,-0.37
2018.00,2.00,Albury,Total,240.00,320.00,415.00,340.00,198.00,0.05,0.05,-0.24,-0.27
2018.00,2.00,Albury,Non Strata,260.00,352.00,438.00,370.00,162.00,-0.02,0.04,-0.24,-0.22
2018.00,2.00,Albury,Strata,156.00,212.00,240.00,205.00,36.00,0.00,-0.01,-0.23,-0.44
2018.00,2.00,Armidale Regional,Total,265.00,350.00,459.00,355.00,87.00,0.01,0.01,-0.33,-0.33
2018.00,2.00,Armidale Regional,Non Strata,266.00,360.00,461.00,362.00,80.00,0.01,0.03,-0.31,-0.33
2018.00,2.00,Armidale Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Ballina,Total,500.00,577.00,730.00,635.00,116.00,-0.06,-0.07,-0.36,-0.39
2018.00,2.00,Ballina,Non Strata,553.00,640.00,773.00,698.00,71.00,-0.04,-0.12,-0.41,-0.41
2018.00,2.00,Ballina,Strata,390.00,515.00,625.00,536.00,45.00,0.11,0.05,-0.27,-0.35
2018.00,2.00,Balranald,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Balranald,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Bathurst Regional,Total,345.00,425.00,534.00,440.00,143.00,-0.03,0.04,-0.21,-0.34
2018.00,2.00,Bathurst Regional,Non Strata,365.00,435.00,548.00,457.00,129.00,-0.04,0.05,-0.22,-0.35
2018.00,2.00,Bathurst Regional,Strata,272.00,310.00,331.00,289.00,s,0.01,-0.08,-0.13,-0.22
2018.00,2.00,Bega Valley,Total,345.00,422.00,581.00,463.00,133.00,-0.09,-0.03,-0.26,-0.31
2018.00,2.00,Bega Valley,Non Strata,390.00,485.00,615.00,515.00,100.00,-0.03,0.01,-0.21,-0.28
2018.00,2.00,Bega Valley,Strata,238.00,290.00,375.00,307.00,33.00,-0.08,-0.10,-0.39,-0.39
2018.00,2.00,Bellingen,Total,413.00,533.00,621.00,552.00,44.00,0.03,0.03,-0.08,-0.06
2018.00,2.00,Bellingen,Non Strata,413.00,533.00,621.00,552.00,44.00,-0.03,0.03,-0.02,-0.06
2018.00,2.00,Berrigan,Total,162.00,247.00,305.00,233.00,39.00,0.11,0.06,0.00,-0.03
2018.00,2.00,Berrigan,Non Strata,166.00,249.00,305.00,240.00,36.00,0.12,0.07,-0.08,-0.10
2018.00,2.00,Berrigan,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Bland,Total,115.00,163.00,225.00,165.00,s,0.08,-0.14,-0.09,-0.09
2018.00,2.00,Bland,Non Strata,115.00,163.00,225.00,165.00,s,0.08,-0.14,-0.09,-0.09
2018.00,2.00,Blayney,Total,300.00,395.00,450.00,428.00,s,0.10,0.25,-0.16,-0.42
2018.00,2.00,Blayney,Non Strata,300.00,395.00,450.00,428.00,s,0.10,0.25,-0.16,-0.42
2018.00,2.00,Bogan,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Bogan,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Bourke,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Bourke,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Broken Hill,Total,91.00,133.00,194.00,150.00,62.00,0.00,0.33,-0.23,-0.13
2018.00,2.00,Broken Hill,Non Strata,91.00,133.00,194.00,150.00,62.00,0.00,0.33,-0.23,-0.13
2018.00,2.00,Byron,Total,720.00,870.00,1160.00,977.00,99.00,-0.01,-0.06,-0.24,-0.33
2018.00,2.00,Byron,Non Strata,760.00,945.00,1250.00,1055.00,69.00,0.04,-0.07,-0.27,-0.36
2018.00,2.00,Byron,Strata,663.00,753.00,874.00,797.00,s,0.00,0.00,-0.17,-0.25
2018.00,2.00,Cabonne,Total,170.00,210.00,260.00,278.00,s,-0.38,-0.30,-0.22,-0.26
2018.00,2.00,Cabonne,Non Strata,170.00,210.00,260.00,278.00,s,-0.38,-0.30,-0.22,-0.26
2018.00,2.00,Carrathool,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Carrathool,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Central Darling,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Central Darling,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Clarence Valley,Total,321.00,390.00,484.00,414.00,182.00,0.06,0.00,-0.28,-0.34
2018.00,2.00,Clarence Valley,Non Strata,328.00,393.00,488.00,419.00,155.00,0.05,-0.01,-0.30,-0.36
2018.00,2.00,Clarence Valley,Strata,299.00,375.00,449.00,388.00,s,0.11,0.15,-0.13,-0.16
2018.00,2.00,Cobar,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Cobar,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Coffs Harbour,Total,412.00,493.00,629.00,521.00,236.00,-0.01,0.01,-0.25,-0.33
2018.00,2.00,Coffs Harbour,Non Strata,455.00,545.00,676.00,572.00,180.00,-0.01,0.03,-0.20,-0.27
2018.00,2.00,Coffs Harbour,Strata,300.00,328.00,406.00,356.00,56.00,-0.11,-0.11,-0.38,-0.47
2018.00,2.00,Coolamon,Total,150.00,205.00,365.00,244.00,s,-0.17,0.03,-0.26,0.31
2018.00,2.00,Coolamon,Non Strata,150.00,205.00,365.00,244.00,s,-0.17,0.03,-0.26,0.31
2018.00,2.00,Coonamble,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Coonamble,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Gundagai,Total,184.00,239.00,289.00,259.00,36.00,0.06,0.12,-0.23,-0.40
2018.00,2.00,Gundagai,Non Strata,184.00,239.00,289.00,259.00,36.00,0.06,0.12,-0.23,-0.40
2018.00,2.00,Cowra,Total,180.00,257.00,373.00,300.00,41.00,-0.10,0.05,-0.25,-0.11
2018.00,2.00,Cowra,Non Strata,180.00,257.00,373.00,300.00,41.00,-0.08,0.02,-0.18,-0.07
2018.00,2.00,Western Plains Regional,Total,273.00,350.00,450.00,368.00,167.00,0.01,0.00,-0.22,-0.23
2018.00,2.00,Western Plains Regional,Non Strata,285.00,350.00,450.00,372.00,163.00,0.01,0.00,-0.22,-0.23
2018.00,2.00,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Dungog,Total,347.00,453.00,546.00,495.00,s,-0.01,0.01,-0.47,-0.53
2018.00,2.00,Dungog,Non Strata,347.00,453.00,546.00,495.00,s,-0.01,0.01,-0.47,-0.53
2018.00,2.00,Edward River,Total,185.00,240.00,275.00,238.00,s,0.28,0.20,-0.40,-0.49
2018.00,2.00,Edward River,Non Strata,185.00,240.00,275.00,238.00,s,0.26,0.22,-0.39,-0.46
2018.00,2.00,Eurobodalla,Total,385.00,478.00,585.00,503.00,185.00,0.00,0.05,-0.19,-0.37
2018.00,2.00,Eurobodalla,Non Strata,416.00,490.00,610.00,527.00,162.00,-0.05,0.00,-0.08,-0.31
2018.00,2.00,Eurobodalla,Strata,293.00,318.00,373.00,332.00,s,-0.08,-0.08,-0.56,-0.61
2018.00,2.00,Federation,Total,226.00,260.00,355.00,295.00,63.00,0.01,0.11,-0.06,-0.14
2018.00,2.00,Federation,Non Strata,228.00,260.00,348.00,287.00,54.00,-0.02,0.08,-0.04,-0.05
2018.00,2.00,Federation,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Forbes,Total,139.00,229.00,313.00,252.00,s,-0.16,-0.12,-0.46,-0.34
2018.00,2.00,Forbes,Non Strata,139.00,229.00,313.00,252.00,s,-0.16,-0.12,-0.46,-0.34
2018.00,2.00,Gilgandra,Total,131.00,169.00,203.00,183.00,s,-0.01,0.19,0.09,0.20
2018.00,2.00,Gilgandra,Non Strata,131.00,169.00,203.00,183.00,s,-0.01,0.19,0.09,0.20
2018.00,2.00,Glen Innes Severn,Total,168.00,203.00,281.00,223.00,40.00,-0.04,-0.06,0.38,0.11
2018.00,2.00,Glen Innes Severn,Non Strata,168.00,203.00,281.00,223.00,40.00,-0.04,-0.06,0.38,0.11
2018.00,2.00,Goulburn Mulwaree,Total,330.00,410.00,485.00,424.00,85.00,-0.01,-0.10,-0.27,-0.39
2018.00,2.00,Goulburn Mulwaree,Non Strata,333.00,410.00,488.00,427.00,83.00,-0.01,-0.10,-0.27,-0.39
2018.00,2.00,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Greater Hume Shire,Total,115.00,199.00,313.00,216.00,32.00,-0.17,0.10,-0.30,-0.18
2018.00,2.00,Greater Hume Shire,Non Strata,115.00,199.00,313.00,216.00,32.00,-0.17,0.10,-0.30,-0.18
2018.00,2.00,Griffith,Total,310.00,355.00,445.00,390.00,45.00,0.02,0.11,-0.58,-0.42
2018.00,2.00,Griffith,Non Strata,310.00,355.00,445.00,390.00,45.00,0.01,0.09,-0.56,-0.38
2018.00,2.00,Gunnedah,Total,230.00,315.00,414.00,313.00,31.00,0.00,-0.09,-0.34,-0.50
2018.00,2.00,Gunnedah,Non Strata,230.00,315.00,414.00,313.00,31.00,0.00,-0.10,-0.34,-0.47
2018.00,2.00,Gwydir,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Hay,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Hay,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Hilltops,Total,185.00,250.00,310.00,276.00,57.00,-0.07,-0.06,-0.28,-0.07
2018.00,2.00,Hilltops,Non Strata,185.00,250.00,310.00,276.00,57.00,-0.07,-0.06,-0.28,-0.05
2018.00,2.00,Inverell,Total,180.00,255.00,315.00,268.00,50.00,-0.02,-0.11,-0.11,-0.15
2018.00,2.00,Inverell,Non Strata,180.00,255.00,315.00,268.00,50.00,-0.02,-0.11,-0.11,-0.15
2018.00,2.00,Junee,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Junee,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Kempsey,Total,280.00,341.00,411.00,360.00,88.00,0.00,0.02,-0.28,-0.36
2018.00,2.00,Kempsey,Non Strata,280.00,341.00,412.00,359.00,82.00,-0.03,-0.02,-0.26,-0.37
2018.00,2.00,Kempsey,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Kyogle,Total,240.00,284.00,359.00,300.00,s,-0.19,-0.06,-0.60,-0.57
2018.00,2.00,Kyogle,Non Strata,240.00,284.00,359.00,300.00,s,-0.19,-0.06,-0.60,-0.56
2018.00,2.00,Lachlan,Total,115.00,137.00,185.00,151.00,s,-0.27,0.07,0.00,-0.23
2018.00,2.00,Lachlan,Non Strata,115.00,137.00,185.00,151.00,s,-0.27,0.07,0.00,-0.23
2018.00,2.00,Leeton,Total,176.00,231.00,314.00,254.00,43.00,0.05,0.10,-0.28,-0.20
2018.00,2.00,Leeton,Non Strata,200.00,253.00,335.00,268.00,36.00,0.13,0.10,-0.33,-0.23
2018.00,2.00,Leeton,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Lismore,Total,326.00,376.00,469.00,407.00,134.00,-0.08,-0.06,-0.27,-0.35
2018.00,2.00,Lismore,Non Strata,342.00,382.00,485.00,419.00,123.00,-0.08,-0.11,-0.23,-0.31
2018.00,2.00,Lismore,Strata,233.00,280.00,324.00,276.00,s,-0.13,-0.03,-0.52,-0.58
2018.00,2.00,Lithgow,Total,278.00,345.00,469.00,407.00,56.00,0.03,0.03,-0.32,-0.40
2018.00,2.00,Lithgow,Non Strata,282.00,345.00,473.00,411.00,55.00,0.06,0.03,-0.29,-0.40
2018.00,2.00,Lithgow,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Liverpool Plains,Total,180.00,223.00,336.00,260.00,s,-0.05,0.02,0.29,-0.27
2018.00,2.00,Liverpool Plains,Non Strata,180.00,223.00,336.00,260.00,s,-0.05,0.02,0.29,-0.27
2018.00,2.00,Lockhart,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Lockhart,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Mid-Coast,Total,321.00,410.00,550.00,446.00,378.00,0.00,-0.02,-0.16,-0.33
2018.00,2.00,Mid-Coast,Non Strata,330.00,415.00,584.00,457.00,319.00,-0.01,-0.10,-0.11,-0.27
2018.00,2.00,Mid-Coast,Strata,309.00,365.00,455.00,390.00,59.00,0.04,0.05,-0.35,-0.53
2018.00,2.00,Mid-Western Regional,Total,318.00,405.00,490.00,409.00,121.00,0.09,0.07,-0.18,0.03
2018.00,2.00,Mid-Western Regional,Non Strata,329.00,408.00,490.00,412.00,118.00,0.08,0.08,-0.15,0.02
2018.00,2.00,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Moree Plains,Total,108.00,193.00,305.00,215.00,s,-0.36,-0.16,-0.55,-0.59
2018.00,2.00,Moree Plains,Non Strata,108.00,193.00,305.00,215.00,s,-0.36,-0.21,-0.55,-0.58
2018.00,2.00,Murray River,Total,248.00,318.00,461.00,367.00,36.00,0.06,-0.07,-0.43,-0.36
2018.00,2.00,Murray River,Non Strata,257.00,320.00,465.00,376.00,33.00,-0.01,-0.07,-0.37,-0.37
2018.00,2.00,Murray River,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Murrumbidgee,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Murrumbidgee,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Muswellbrook,Total,244.00,320.00,380.00,318.00,56.00,0.06,-0.01,-0.11,-0.03
2018.00,2.00,Muswellbrook,Non Strata,257.00,325.00,380.00,324.00,53.00,0.05,0.01,-0.12,-0.09
2018.00,2.00,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Nambucca,Total,333.00,378.00,464.00,410.00,64.00,-0.03,-0.06,-0.35,-0.20
2018.00,2.00,Nambucca,Non Strata,350.00,400.00,474.00,420.00,58.00,-0.01,-0.01,-0.36,-0.25
2018.00,2.00,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Narrabri,Total,193.00,250.00,350.00,272.00,34.00,0.02,-0.11,-0.13,-0.19
2018.00,2.00,Narrabri,Non Strata,193.00,250.00,350.00,272.00,34.00,0.02,-0.11,-0.13,-0.19
2018.00,2.00,Narrandera,Total,135.00,186.00,236.00,194.00,s,-0.05,0.13,-0.32,-0.04
2018.00,2.00,Narrandera,Non Strata,135.00,186.00,236.00,194.00,s,-0.05,0.13,-0.32,-0.04
2018.00,2.00,Narromine,Total,-,-,-,-,-,-,-,-,-
2018.00,2.00,Narromine,Non Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Oberon,Total,332.00,385.00,585.00,454.00,s,-0.06,0.07,-0.25,-0.29
2018.00,2.00,Oberon,Non Strata,332.00,385.00,585.00,454.00,s,-0.06,-0.13,-0.25,-0.17
2018.00,2.00,Orange,Total,307.00,403.00,499.00,416.00,144.00,-0.04,0.02,-0.27,-0.38
2018.00,2.00,Orange,Non Strata,343.00,412.00,514.00,435.00,126.00,-0.04,0.01,-0.31,-0.42
2018.00,2.00,Orange,Strata,251.00,261.00,295.00,284.00,s,-0.05,0.01,0.13,0.00
2018.00,2.00,Parkes,Total,229.00,271.00,336.00,293.00,36.00,0.06,0.27,-0.63,-0.45
2018.00,2.00,Parkes,Non Strata,226.00,276.00,347.00,295.00,34.00,0.08,0.30,-0.63,-0.48
2018.00,2.00,Parkes,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Port Macquarie-Hastings,Total,430.00,525.00,615.00,542.00,286.00,0.00,0.02,-0.18,-0.29
2018.00,2.00,Port Macquarie-Hastings,Non Strata,483.00,563.00,650.00,583.00,214.00,0.00,0.02,-0.20,-0.32
2018.00,2.00,Port Macquarie-Hastings,Strata,349.00,398.00,466.00,420.00,72.00,0.02,0.04,-0.12,-0.18
2018.00,2.00,Queanbeyan-Palerang Regional,Total,397.00,531.00,700.00,556.00,208.00,-0.01,-0.06,-0.25,-0.21
2018.00,2.00,Queanbeyan-Palerang Regional,Non Strata,520.00,639.00,793.00,668.00,140.00,-0.02,-0.06,-0.26,-0.19
2018.00,2.00,Queanbeyan-Palerang Regional,Strata,235.00,350.00,415.00,325.00,68.00,0.01,0.01,-0.24,-0.24
2018.00,2.00,Richmond Valley,Total,250.00,303.00,376.00,317.00,68.00,-0.08,0.04,-0.28,-0.33
2018.00,2.00,Richmond Valley,Non Strata,250.00,300.00,380.00,316.00,65.00,-0.09,0.03,-0.25,-0.24
2018.00,2.00,Richmond Valley,Strata,-,-,-,-,-,-,-,-,-
2018.00,2.00,Shoalhaven,Total,440.00,540.00,686.00,592.00,374.00,0.01,-0.04,-0.14,-0.34
2018.00,2.00,Shoalhaven,Non Strata,450.00,560.00,694.00,605.00,350.00,0.02,-0.03,-0.12,-0.33
2018.00,2.00,Shoalhaven,Strata,340.00,403.00,446.00,402.00,s,-0.12,-0.03,-0.35,-0.41
2018.00,2.00,Singleton,Total,318.00,375.00,477.00,414.00,79.00,-0.09,-0.05,-0.26,-0.23
2018.00,2.00,Singleton,Non Strata,350.00,428.00,515.00,450.00,61.00,0.00,-0.02,-0.36,-0.28
2018.00,2.00,Singleton,Strata,224.00,310.00,340.00,291.00,s,0.24,0.15,0.64,0.00
2018.00,2.00,Snowy Monaro Regional,Total,254.00,350.00,450.00,379.00,90.00,-0.08,-0.02,-0.22,-0.21
2018.00,2.00,Snowy Monaro Regional,Non Strata,237.00,350.00,450.00,379.00,72.00,-0.07,0.01,-0.19,-0.05
2018.00,2.00,Snowy Monaro Regional,Strata,310.00,354.00,448.00,376.00,s,-0.08,-0.06,-0.33,-0.53
2018.00,2.00,Snowy Valleys,Total,186.00,260.00,361.00,288.00,46.00,0.09,0.20,-0.36,-0.33
